loss,seg_loss,nll_loss,dice,iou,precision,recall,accuracy,avg_uncertainty,brier_score,ece,ause,spearman_rho,avg_batch_time,epoch
1.0183821974963354,0.8589701617331338,0.31882407498384524,0.6202492538364698,0.4585326687976609,0.590541502198812,0.7035092667764821,0.874409327493769,0.04869242872138349,0.09466401936072945,0.11808966370333555,0.051282624005960814,0.3256840501612503,0.9743372923798032,1
0.7190194872776309,0.6095382206946788,0.21896252915982614,0.7051949565838758,0.551921405822049,0.7124753302896797,0.7241962535508021,0.9132368559222869,0.02170478523142452,0.0641987917504198,0.04713357533277281,0.02123033173884336,0.3430621150879419,0.9710494233502283,2
0.5992632373085698,0.5061810570443906,0.18616436166186098,0.7538414732082389,0.6107481396334914,0.7691799314455177,0.757893572709924,0.9282110598237202,0.015763693348740424,0.053875708117299546,0.03689743099836416,0.015204782569900637,0.3297977020465882,0.9707779010136922,3
0.5166271207398033,0.43632204530967034,0.16061015132091327,0.7853794727279064,0.6525425445954806,0.8037132040706514,0.784436957605931,0.9390046734203684,0.013234352318685827,0.04602776506748121,0.03132756820278818,0.01082147224655827,0.31876151888742343,0.970707067516115,4
0.46103008329019485,0.38892374618594205,0.14421267459410353,0.8097014854500053,0.6851694377688494,0.828423595378779,0.8038355446019161,0.9459352059139068,0.011983203670296582,0.04095067336350503,0.02659108378916183,0.008454124488683108,0.30982378476234884,0.9709199984868367,5
0.4031149569009898,0.33966096702571047,0.12690798050105137,0.8312291849317879,0.7153748491854666,0.848840485226988,0.8233597922258884,0.9520472016505128,0.010360627140126508,0.036134428930504114,0.022944075466702244,0.006374129032720684,0.3036628115844132,0.9701383789380391,6
0.3505820209738197,0.29549611197572984,0.11017181647707912,0.8542749281350256,0.7485008440981643,0.872587086737011,0.8426882702470364,0.9587148366888681,0.009314926125571136,0.031233352347276783,0.018688791978243652,0.004575290817223274,0.28981718043743127,0.9703289462460412,7
0.33604839815783727,0.2827837355499592,0.10652932400461616,0.8607108001909392,0.7579787322819833,0.8734111574094467,0.8545596527738595,0.9597263687515722,0.009378909196778381,0.030362981710273716,0.019038586973110096,0.004170410231466833,0.2894499999795019,0.9726048820548587,8
0.300345846299456,0.2525859324157383,0.0955198271553957,0.8744198569161646,0.7794006224223499,0.8867547523855294,0.8671926416718078,0.9644093277057703,0.008157053229002105,0.026954184504327426,0.0163017376203864,0.003406238536838573,0.2760979748292252,0.9710255377822452,9
0.31313203280897095,0.2634348602665924,0.09939434396678186,0.8678078525138423,0.7693984046417958,0.8826652907505347,0.8598231315488574,0.9625372560581593,0.0088288177599915,0.028246635562711477,0.018284122561143094,0.0034797729708554532,0.28370587127456176,0.9717069215244717,10
0.27494167656317153,0.23128194280406095,0.0873194671403869,0.8839742364300419,0.7938975005896814,0.8936949726110036,0.8789811270565736,0.9668480467572731,0.0079826429478511,0.024943704565145275,0.015499376413829811,0.0026477049493863944,0.27406687592179185,0.9705316808488634,11
0.2536166683900435,0.21331721659168762,0.08059890427474306,0.8930712008732977,0.8084292527328311,0.9009513847527301,0.8883433262065451,0.969239420756651,0.0075059558907682265,0.023092222556901416,0.013451136276773233,0.0022431499029232495,0.26601214690909447,0.9707107881704966,12
0.2296704943911323,0.19317154183119442,0.07299790493354652,0.9038377397587913,0.8255235119261812,0.9110957577684846,0.8988717218454035,0.9722345582765604,0.006962921659967766,0.020867995512789842,0.011932915054172209,0.0018576162019870676,0.2556889908898526,0.9704585492610931,13
0.21686200883993884,0.182491653420603,0.06874071079467725,0.9083925406938628,0.8330685198203521,0.9153477591166441,0.9035158530628156,0.9735441747412329,0.006658952476986635,0.019764455813641512,0.011012428606558667,0.0016267261593508786,0.25209611497875334,0.9687331292364333,14
0.21645400936341028,0.1819221006163544,0.06906381787712187,0.9082673279184896,0.8328655727955565,0.9149222792375,0.9040984521105953,0.9735350004912002,0.006524146884193268,0.019821163246193957,0.011870640997024472,0.0016344331774473082,0.2519455335887436,0.9703639235761431,15
0.22052121168625524,0.18528487301195773,0.07047267753751214,0.9072721065974724,0.8313345211419267,0.9139205539710988,0.9032701056589059,0.9733151710666936,0.007057185097493699,0.02005727208384771,0.012182557500766732,0.0017388660030713814,0.2519022642468147,0.9725758347246382,16
0.2158335755996797,0.18148176543888178,0.06870362052604033,0.9081402445841514,0.8327896318198824,0.914023241677107,0.9043656572073273,0.9735057601791242,0.0072016553909942565,0.019812681968089357,0.01129151791647192,0.0015836477783657728,0.2529858916222598,0.9715459830231137,17
0.20051709351625738,0.1688043231758528,0.06342554192170992,0.914405994942802,0.8432792839013524,0.9199645059644534,0.9107221897669491,0.9754233113300804,0.006495871560433935,0.018355426296705626,0.010451940666258909,0.0013514697020317028,0.2465676462048078,0.9745080696211921,18
0.17221245724486575,0.14491440740340533,0.05459609997276632,0.9266634862345927,0.8638054139707684,0.9297791585279612,0.9246293735528994,0.9786178943348163,0.0059523825000256,0.015896877523003124,0.008557164543865911,0.0010021045766943906,0.23309463273413517,0.9725288967291514,19
0.15951324305773693,0.1344359457446246,0.05015459621908061,0.9313677659296418,0.8720301807485715,0.9342488502826737,0.9293027384159424,0.9802165586487126,0.0055032727173029775,0.014667182964101026,0.007603112542946549,0.000855207017466158,0.22506973680794215,0.9692126267486149,20
0.17071196453962198,0.14364883479619864,0.05412626007688919,0.9273597262269219,0.8653649424628774,0.9319421687073159,0.924028504967234,0.9789217716498937,0.0058073711131232586,0.015718186058080747,0.00858519560111591,0.0010446900290852078,0.22984784262856692,0.9694819655683306,21
0.2301988009416465,0.19298240744268452,0.07443278704191836,0.9025244908475263,0.8238017005860785,0.9096897304492844,0.8988301486097802,0.9717853223751634,0.007441517713855914,0.02123082224920149,0.013605866156683372,0.0017986818749364433,0.2590731705796987,0.9712474531597561,22
0.19161604561711318,0.161151469074715,0.060929152458523164,0.9183751176984495,0.8497842569945794,0.9231258191222654,0.9154428096851072,0.9763366180022751,0.006313780605399637,0.017671032853685927,0.010252819686642883,0.0012312498659438305,0.24407270612622603,0.9701991028255886,23
0.16076729408607338,0.13539724537702266,0.05074009691087187,0.9307383788919731,0.8709313191030952,0.9331557476383897,0.9292333643649261,0.9800410268620593,0.0054807989211437935,0.014828194624712977,0.007793231562059427,0.0008603360697155745,0.22669400715147428,0.9694513857364655,24
0.14315425690759093,0.12064567179305556,0.04501716943975951,0.9382504408622044,0.8840231728785648,0.940162182019874,0.9368645049872271,0.9821621099045063,0.0051423461838311915,0.013217127672323815,0.006648035812178396,0.0006899922706997756,0.21559923105148998,0.9708402256170908,25
0.1337515714191115,0.11289029193963802,0.04172255886060656,0.941887331116568,0.8904971544135565,0.9430187089487098,0.9411295562123374,0.9833892207669069,0.004775958427348695,0.012291326398788827,0.005997938231176638,0.000603392212881751,0.21009060171331193,0.9710886061191559,26
0.1253500606304409,0.10571201771663352,0.03927608652764329,0.94555389338709,0.896973217535698,0.9468121852838318,0.9446490070562307,0.9842905068861275,0.004617966030416709,0.011604361497150419,0.005708635058845606,0.0005389790916178128,0.20493246563958276,0.9704606956905789,27
0.11808101655853917,0.09963165314433971,0.036898726649186434,0.9484112049896463,0.9021028263281518,0.9495466058351133,0.9475377072845742,0.9851139409544568,0.004481762409784073,0.010961678765129303,0.005389365307447397,0.00048545031127293143,0.19963167886080604,0.9708507551087273,28
0.1283159429164097,0.10824392077853673,0.04014404428092172,0.9440108513451153,0.8943573871434004,0.9455247328653232,0.9429863258632118,0.9840262738231488,0.004804601461942637,0.01181980822146063,0.006140423426219296,0.0005670814490988695,0.205435880795064,0.9689113438129425,29
0.2688534797977018,0.2244288638963928,0.08884923288436265,0.8873737829971248,0.8032267226366253,0.8956516446360038,0.886429985433289,0.9672439114713719,0.008940535357798417,0.02483500106652895,0.01712851249200157,0.0031656269586171804,0.26173500438450653,0.9710191892253028,30
